,rut,periodo,archive,predictor1_7,predictor1_8,predictor1_9,predictor1_10,predictor1_11,predictor1_12,ignite_ise,ind_compra_paga
11,uRVTBn8y7S,201910.0,20191031.0,751.0,751.0,751.0,748.0,748.0,748.0,C3,0.0
12,5HmYrSgTRa,201909.0,20190930.0,643.0,679.0,753.0,753.0,679.0,679.0,C3,0.0
13,ZSiRWkqFku,201808.0,20180831.0,,,,,,,D,0.0
14,7mebv37zEw,201811.0,20181130.0,,,,,,,C3,0.0
15,Y9UDi7OzYc,201910.0,20191031.0,744.0,744.0,740.0,740.0,740.0,740.0,C3,0.0
16,fqew2BMtoN,201812.0,20181231.0,,,,,,,C1a,0.0
17,MKqs9cwAIH,201910.0,20191031.0,359.0,493.0,447.0,447.0,447.0,402.0,C3,0.0
18,Aw1pLWco1s,201912.0,20191231.0,729.0,729.0,795.0,691.0,608.0,603.0,D,0.0
19,WqssBJRzWQ,201812.0,20181231.0,,,,,,,D,0.0
20,kyLjE8PuRZ,201807.0,20180731.0,,,,,,,E,0.0
21,uXiEqeJqX2,202001.0,20200131.0,363.0,406.0,406.0,406.0,406.0,406.0,D,0.0
22,gtvBDEjfXL,201812.0,20181231.0,,,,,,,D,0.0
23,XPc8ckzkfb,201909.0,20190930.0,557.0,685.0,685.0,587.0,199.0,199.0,D,0.0
24,l0sOmjCqmD,202001.0,20200131.0,772.0,772.0,771.0,802.0,881.0,881.0,C2,0.0
25,UDMYoJ5Tsm,202003.0,20200331.0,683.0,683.0,599.0,599.0,554.0,642.0,D,0.0
26,FoQXaMp0nd,201911.0,20191130.0,775.0,704.0,741.0,741.0,741.0,741.0,D,0.0
27,TRdagJ8xPk,201907.0,20190731.0,423.0,418.0,181.0,242.0,242.0,357.0,E,0.0
28,X7sbcjYGo9,201908.0,20190831.0,755.0,755.0,788.0,787.0,787.0,787.0,C2,0.0
29,1TDL8mzRMQ,201902.0,20190228.0,563.0,,,,,,C3,0.0
30,E9UbCi8SqG,202002.0,20200229.0,757.0,757.0,757.0,722.0,722.0,643.0,E,0.0
31,YVtvU7Psd4,202002.0,20200229.0,591.0,591.0,500.0,500.0,500.0,635.0,D,0.0
32,GXVvCyfZop,201811.0,20181130.0,,,,,,,D,0.0
33,Z6arIO6pGc,202002.0,20200229.0,647.0,683.0,789.0,788.0,788.0,788.0,C2,0.0
34,Bia2BChTXZ,201809.0,20180930.0,,,,,,,D,0.0
35,CpgyhSN6Ps,201907.0,20190731.0,647.0,604.0,559.0,467.0,378.0,422.0,C1b,0.0
36,beyyxZ3hW4,201911.0,20191130.0,709.0,709.0,709.0,709.0,709.0,709.0,C3,0.0
37,kmKCOW6VBG,201912.0,20191231.0,827.0,657.0,615.0,615.0,800.0,769.0,C3,0.0
38,PwX5K3LNcf,201911.0,20191130.0,643.0,638.0,638.0,638.0,638.0,638.0,C3,0.0
39,RPDAEMnVac,201911.0,20191130.0,498.0,498.0,407.0,589.0,589.0,498.0,C3,0.0
40,6H1pNZv400,202003.0,20200331.0,674.0,408.0,408.0,544.0,749.0,749.0,C3,0.0
41,6QPIRdnPxb,201809.0,20180930.0,,,,,,,D,0.0
42,xxNKL3El3T,201910.0,20191031.0,237.0,221.0,414.0,414.0,276.0,241.0,D,0.0
43,YKYHWb2XcK,202002.0,20200229.0,661.0,701.0,701.0,701.0,701.0,782.0,D,0.0
44,5ceUblJtC5,201808.0,20180831.0,,,,,,,D,0.0
45,ZszC3KExWf,201907.0,20190731.0,469.0,605.0,605.0,605.0,605.0,560.0,D,0.0
46,oeWDhfPSap,202001.0,20200131.0,644.0,556.0,556.0,556.0,644.0,639.0,Z,0.0
47,WZl0GI1Xr3,201907.0,20190731.0,776.0,776.0,776.0,833.0,833.0,833.0,C3,0.0
48,CH0Km2slTM,201907.0,20190731.0,370.0,551.0,596.0,505.0,459.0,505.0,C3,0.0
49,oTk6emIQ5O,201905.0,20190531.0,832.0,832.0,832.0,832.0,,,C3,0.0
50,6RudGttvbP,201811.0,20181130.0,,,,,,,D,0.0
51,utrbLkUcTN,201810.0,20181031.0,,,,,,,E,0.0
52,JpUGpCZPYS,201907.0,20190731.0,646.0,553.0,646.0,296.0,296.0,296.0,D,0.0
53,iKPKD8nXkg,201902.0,20190228.0,260.0,,,,,,D,0.0
54,aNHD64kHyg,201908.0,20190831.0,428.0,610.0,459.0,365.0,285.0,285.0,C2,0.0
55,2WOiqLVbR8,202003.0,20200331.0,376.0,602.0,451.0,602.0,496.0,496.0,E,0.0
56,jjLj4L5K6x,201903.0,20190331.0,687.0,687.0,,,,,C2,0.0
57,XG3ZhN9bPI,201807.0,20180731.0,,,,,,,E,0.0
58,afWeMT61u4,201909.0,20190930.0,696.0,696.0,696.0,696.0,696.0,204.0,C2,0.0
59,dbSr00Chsj,201810.0,20181031.0,,,,,,,E,0.0
60,MemRfGyZK7,201810.0,20181031.0,,,,,,,C2,0.0
61,nR9Etrp0Zt,201812.0,20181231.0,,,,,,,C2,0.0
62,azf9Mk7upx,201902.0,20190228.0,770.0,,,,,,C3,0.0
63,sZ517OXc4U,201902.0,20190228.0,701.0,,,,,,C3,0.0
64,pSp5T7C1Mu,201810.0,20181031.0,,,,,,,D,0.0
65,Gs7SLY5yJ3,201810.0,20181031.0,,,,,,,C1b,0.0
66,IU2a6NYFnv,201904.0,20190430.0,714.0,710.0,670.0,,,,D,0.0
67,9b4EZA8lqu,201807.0,20180731.0,,,,,,,C2,0.0
68,x4pUdnk5Wa,201905.0,20190531.0,704.0,778.0,778.0,778.0,,,D,0.0
69,l6HC7DIKEj,201807.0,20180731.0,,,,,,,C3,0.0
70,GFzI5O4s24,201812.0,20181231.0,,,,,,,D,0.0
71,72PCGitXem,201908.0,20190831.0,514.0,514.0,514.0,466.0,466.0,466.0,C2,0.0
72,jRAqVx8kLf,201807.0,20180731.0,,,,,,,C3,0.0
73,d98g2NPLIA,201901.0,20190131.0,,,,,,,D,0.0
74,m6nYuWyEec,201911.0,20191130.0,150.0,78.0,92.0,268.0,524.0,725.0,D,0.0
75,ZNqcOU7QWh,201908.0,20190831.0,617.0,617.0,695.0,499.0,499.0,499.0,C3,0.0
76,m7dIu0XbYQ,201812.0,20181231.0,,,,,,,E,0.0
77,Lz1TIaGJhr,201809.0,20180930.0,,,,,,,D,0.0
78,L3AIUmcziM,201807.0,20180731.0,,,,,,,C1b,0.0
79,UgyUjUSoRY,201908.0,20190831.0,768.0,768.0,768.0,768.0,764.0,729.0,D,0.0
80,eWmc0CKSjo,201908.0,20190831.0,572.0,572.0,527.0,476.0,205.0,521.0,C2,0.0
81,bY2Zd7wMmx,201905.0,20190531.0,692.0,692.0,692.0,692.0,,,E,0.0
82,uk6ZuhzH1I,201908.0,20190831.0,556.0,644.0,644.0,644.0,644.0,556.0,E,0.0
83,TDdgfgNLKh,201808.0,20180831.0,,,,,,,D,0.0
84,7rG2cM4WdN,202001.0,20200131.0,494.0,360.0,540.0,360.0,157.0,157.0,E,0.0
85,G15kWy7tVy,201903.0,20190331.0,684.0,684.0,,,,,E,0.0
86,cfA9Zf2YPD,202002.0,20200229.0,752.0,752.0,752.0,752.0,752.0,848.0,C3,0.0
87,bUBf89iPrG,201808.0,20180831.0,,,,,,,C3,0.0
88,VPksEExBuR,201809.0,20180930.0,,,,,,,E,0.0
89,amUDbBT7y4,202001.0,20200131.0,692.0,692.0,665.0,692.0,785.0,785.0,C2,0.0
90,SERoahsWkU,201910.0,20191031.0,821.0,821.0,821.0,821.0,821.0,821.0,C1b,0.0
91,gVl6Xmjgwu,201901.0,20190131.0,,,,,,,D,0.0
92,Qd1S6ljyY9,201912.0,20191231.0,481.0,481.0,481.0,435.0,435.0,344.0,D,0.0
93,8vRWXz1FY8,201909.0,20190930.0,782.0,782.0,713.0,713.0,713.0,782.0,E,0.0
94,pPD9yHJcVe,201808.0,20180831.0,,,,,,,E,0.0
95,i1TeVsWijY,201809.0,20180930.0,,,,,,,C3,0.0
96,MhGBnrXADz,201909.0,20190930.0,466.0,600.0,600.0,670.0,670.0,448.0,C1a,0.0
97,08b6D3BLtc,202001.0,20200131.0,419.0,375.0,722.0,722.0,758.0,790.0,C3,0.0
98,4Tgs2Sm4FF,201911.0,20191130.0,212.0,212.0,291.0,717.0,713.0,709.0,D,0.0
99,g6fuwxjEie,201908.0,20190831.0,670.0,670.0,670.0,670.0,670.0,670.0,C3,0.0
100,m6cm4plMUE,201812.0,20181231.0,,,,,,,E,0.0
101,tIz9hKUcv5,201809.0,20180930.0,,,,,,,C2,0.0
102,CaH8cRzyev,201912.0,20191231.0,400.0,536.0,576.0,620.0,620.0,576.0,C2,0.0
103,fO53fIU3nS,201912.0,20191231.0,587.0,724.0,724.0,427.0,427.0,645.0,E,0.0
104,27Ff51QufQ,201904.0,20190430.0,623.0,623.0,534.0,,,,D,0.0
105,Az1MxI4eHJ,202003.0,20200331.0,852.0,852.0,852.0,852.0,852.0,852.0,C2,0.0
106,n6Tu5y9l62,202002.0,20200229.0,680.0,680.0,680.0,754.0,718.0,718.0,C1b,0.0
107,9IbrGOoeGZ,201812.0,20181231.0,,,,,,,C1b,0.0
108,MHMPrci0Bh,201812.0,20181231.0,,,,,,,C1b,0.0
109,aIftDe63IA,201908.0,20190831.0,787.0,787.0,787.0,787.0,719.0,719.0,C2,0.0
110,0E8Jh6rpL3,201901.0,20190131.0,,,,,,,Z,0.0
111,tcQgsCTU6n,201910.0,20191031.0,363.0,321.0,317.0,317.0,312.0,312.0,E,0.0
112,V9veXZN5i4,201812.0,20181231.0,,,,,,,C3,0.0
113,9VqnhWHuOK,202002.0,20200229.0,549.0,594.0,549.0,548.0,548.0,548.0,D,0.0
114,yvvrPfYMn4,201905.0,20190531.0,453.0,633.0,629.0,629.0,,,C3,0.0
115,9XY8MRYbOc,201808.0,20180831.0,,,,,,,D,0.0
116,wa76uZLvw5,201906.0,20190630.0,395.0,150.0,235.0,175.0,390.0,,C3,0.0
117,YFVrfDssCR,202002.0,20200229.0,814.0,814.0,717.0,717.0,717.0,752.0,D,0.0
118,6yKxbbU99p,201902.0,20190228.0,521.0,,,,,,C3,0.0
119,woVfomQc7E,201905.0,20190531.0,590.0,675.0,675.0,783.0,,,C2,0.0
120,0MX1tblNgQ,201912.0,20191231.0,739.0,739.0,739.0,739.0,739.0,739.0,D,0.0
121,BtyotTrUJs,201903.0,20190331.0,720.0,720.0,,,,,E,0.0
122,BPuYbRUUWV,201908.0,20190831.0,645.0,724.0,557.0,321.0,321.0,362.0,D,0.0
123,K1B1qoLmul,201807.0,20180731.0,,,,,,,D,0.0
124,OI1442MyeD,201912.0,20191231.0,215.0,215.0,215.0,270.0,696.0,691.0,C3,0.0
125,CHUW16DGlZ,201912.0,20191231.0,486.0,396.0,396.0,440.0,532.0,532.0,D,0.0
126,Z1CHLCoyky,201809.0,20180930.0,,,,,,,D,0.0
127,TGx4yGbMbX,201907.0,20190731.0,664.0,653.0,474.0,474.0,469.0,515.0,D,0.0
128,u4NtR6XcTI,202002.0,20200229.0,728.0,728.0,724.0,819.0,791.0,723.0,C2,0.0
129,1xIKWiKzZy,201906.0,20190630.0,551.0,639.0,639.0,719.0,719.0,,D,0.0
130,H7dOr0VaIy,201812.0,20181231.0,,,,,,,C3,0.0
131,ORIqRd2Otu,201811.0,20181130.0,,,,,,,D,0.0
132,OERLSG6IIf,201905.0,20190531.0,717.0,713.0,713.0,632.0,,,E,0.0
133,zrAwXa9yvD,201912.0,20191231.0,862.0,861.0,861.0,861.0,861.0,861.0,C1a,0.0
134,5InFSUWjHh,201904.0,20190430.0,537.0,626.0,537.0,,,,C2,0.0
135,tLNEIw5Chi,201811.0,20181130.0,,,,,,,C1b,0.0
136,kx83hNDN9W,201906.0,20190630.0,723.0,511.0,511.0,511.0,723.0,,C3,0.0
137,v3f9Sgluim,201911.0,20191130.0,694.0,694.0,694.0,694.0,694.0,259.0,C3,0.0
138,M1rppxTpIb,202002.0,20200229.0,371.0,371.0,460.0,460.0,460.0,551.0,D,0.0
139,ZBGaLJgXBJ,201910.0,20191031.0,687.0,721.0,826.0,826.0,721.0,826.0,C3,0.0
140,rHSGO4qr1o,201810.0,20181031.0,,,,,,,C3,0.0
141,FkzLMfULrQ,201905.0,20190531.0,677.0,677.0,677.0,677.0,,,C3,0.0
142,iL1i9Bc9Xy,201912.0,20191231.0,298.0,294.0,333.0,294.0,294.0,257.0,C2,0.0
143,n6FClBoHPl,201809.0,20180930.0,,,,,,,C3,0.0
144,HeOhzqTodo,201912.0,20191231.0,789.0,757.0,757.0,757.0,789.0,789.0,C3,0.0
145,Gw6KUENYag,201812.0,20181231.0,,,,,,,D,0.0
146,SbMp925aSN,201911.0,20191130.0,334.0,258.0,334.0,601.0,685.0,601.0,C3,0.0
147,rQ2tjLlZ9D,201903.0,20190331.0,366.0,500.0,,,,,D,0.0
148,NDqRoMFhnt,202002.0,20200229.0,550.0,550.0,550.0,550.0,550.0,747.0,D,0.0
149,5z3RKJoUkH,201905.0,20190531.0,167.0,511.0,557.0,557.0,,,D,0.0
150,JWzbUOfnUH,201908.0,20190831.0,663.0,663.0,739.0,735.0,735.0,616.0,D,0.0
151,bYkq01KV3Z,201904.0,20190430.0,679.0,713.0,749.0,,,,C2,0.0
152,zzfuaNaOz9,201812.0,20181231.0,,,,,,,C2,0.0
153,pUIH32tiLI,201812.0,20181231.0,,,,,,,D,0.0
154,3ZySTT7ubL,201807.0,20180731.0,,,,,,,D,0.0
155,6VrQBVHhby,201809.0,20180930.0,,,,,,,D,0.0
156,RdfFCUtNY3,201810.0,20181031.0,,,,,,,D,0.0
157,VjQqdS568v,201812.0,20181231.0,,,,,,,C3,0.0
158,IfXlyewGLf,201903.0,20190331.0,592.0,592.0,,,,,C1b,0.0
159,v9TaSyFc0F,201809.0,20180930.0,,,,,,,E,0.0
160,nKpP94LhUJ,201905.0,20190531.0,804.0,804.0,621.0,621.0,,,AB,0.0
161,fCTNFAvRnA,201907.0,20190731.0,557.0,685.0,645.0,685.0,685.0,685.0,E,0.0
162,ac0xJNb6Jz,201810.0,20181031.0,,,,,,,C3,0.0
163,QAbLZHuVdC,201902.0,20190228.0,681.0,,,,,,E,0.0
164,KgYyJiNpXk,201901.0,20190131.0,,,,,,,E,0.0
165,1gqnvEu9AD,201807.0,20180731.0,,,,,,,D,0.0
166,c0mOTvpH5p,201808.0,20180831.0,,,,,,,AB,0.0
167,VymG640ebZ,201908.0,20190831.0,648.0,648.0,726.0,723.0,723.0,723.0,D,0.0
168,rFlLZFiPYX,202002.0,20200229.0,757.0,642.0,638.0,594.0,679.0,679.0,C3,0.0
169,eNHzwCxP60,201912.0,20191231.0,597.0,640.0,640.0,640.0,640.0,640.0,C1b,0.0
170,587YrJJR04,201902.0,20190228.0,648.0,,,,,,C3,0.0
171,J6MWawW1Fa,202001.0,20200131.0,808.0,808.0,808.0,774.0,536.0,396.0,D,0.0
172,iIohUnEnXw,201812.0,20181231.0,,,,,,,D,0.0
173,i0Dis7FquT,201909.0,20190930.0,648.0,648.0,648.0,648.0,515.0,515.0,E,0.0
174,XxDvUr5PGP,201902.0,20190228.0,710.0,,,,,,C3,0.0
175,4llGtO6p0Y,201812.0,20181231.0,,,,,,,E,0.0
176,nlzEO7Hu6O,201807.0,20180731.0,,,,,,,D,0.0
177,PA4jc5QSMA,201809.0,20180930.0,,,,,,,C1b,0.0
178,IWzTzbcCaC,201808.0,20180831.0,,,,,,,D,0.0
179,4ryqdK8p3y,201911.0,20191130.0,455.0,410.0,410.0,545.0,590.0,661.0,C2,0.0
180,2RshvjjfPw,201808.0,20180831.0,,,,,,,C3,0.0
181,uv3q1fsJss,202002.0,20200229.0,566.0,566.0,474.0,566.0,429.0,520.0,D,0.0
182,hj6YuMfIvR,202001.0,20200131.0,742.0,742.0,742.0,742.0,742.0,738.0,D,0.0
183,P38mhPCLRb,202001.0,20200131.0,787.0,787.0,787.0,787.0,787.0,681.0,C3,0.0
184,LnifI9jkUm,201908.0,20190831.0,652.0,565.0,413.0,413.0,413.0,638.0,D,0.0
185,mLqWTC0qYO,201906.0,20190630.0,445.0,491.0,537.0,537.0,537.0,,C2,0.0
186,6qvwf4Hcai,201808.0,20180831.0,,,,,,,E,0.0
187,yu1Cjvud0o,201907.0,20190731.0,534.0,705.0,700.0,529.0,437.0,437.0,E,0.0
188,59J33ITEvV,202001.0,20200131.0,454.0,500.0,591.0,676.0,738.0,738.0,D,0.0
189,CPXmcKSPCu,201807.0,20180731.0,,,,,,,C2,0.0
190,dxY1iGHg0K,201912.0,20191231.0,477.0,477.0,612.0,563.0,426.0,426.0,C2,0.0
191,8nUaqBbm0K,201912.0,20191231.0,640.0,640.0,640.0,640.0,635.0,635.0,E,0.0
192,SlNIbJjTZ6,201903.0,20190331.0,659.0,659.0,,,,,C3,0.0
193,XYmXMwX9Mn,201912.0,20191231.0,644.0,601.0,601.0,601.0,644.0,644.0,D,0.0
194,Szvp78JYoq,201811.0,20181130.0,,,,,,,D,0.0
195,ivnhcWewVG,201910.0,20191031.0,622.0,721.0,642.0,642.0,642.0,721.0,D,0.0
196,KqK1yGnNKb,201812.0,20181231.0,,,,,,,D,0.0
197,F9lseSFNqK,201810.0,20181031.0,,,,,,,D,0.0
198,LekiYZF4IM,201812.0,20181231.0,,,,,,,C3,0.0
199,iKFTjsqTdz,201910.0,20191031.0,596.0,460.0,505.0,505.0,43.0,635.0,D,0.0
200,9et69KqurT,201812.0,20181231.0,,,,,,,E,0.0
201,rdxHyjfyWy,201902.0,20190228.0,147.0,,,,,,C2,0.0
202,ulZFwYXmPg,201907.0,20190731.0,175.0,162.0,172.0,231.0,230.0,107.0,D,0.0
203,oIsVycxF34,202001.0,20200131.0,248.0,248.0,186.0,186.0,186.0,183.0,D,0.0
204,GtdjqCi85q,202001.0,20200131.0,580.0,483.0,316.0,400.0,396.0,662.0,E,0.0
205,7W29Mffjzb,201810.0,20181031.0,,,,,,,D,0.0
206,kL9j0NWQjL,201902.0,20190228.0,492.0,,,,,,D,0.0
207,z1pZ6DDJRy,201812.0,20181231.0,,,,,,,C1b,0.0
208,mPAFAK2hyH,202001.0,20200131.0,521.0,521.0,521.0,521.0,521.0,730.0,E,0.0
209,DihreM4nmN,201907.0,20190731.0,422.0,467.0,335.0,335.0,335.0,466.0,C2,0.0
210,KuRXPWT2n4,201912.0,20191231.0,741.0,805.0,805.0,704.0,704.0,704.0,C3,0.0
211,TLSfZEDXkR,201808.0,20180831.0,,,,,,,C3,0.0
212,isYB72z6f5,201908.0,20190831.0,728.0,728.0,728.0,724.0,724.0,724.0,C3,0.0
213,rSbt5eA2CQ,202003.0,20200331.0,713.0,713.0,713.0,713.0,713.0,713.0,C3,0.0
214,k2JPre2LT8,201910.0,20191031.0,96.0,81.0,48.0,12.0,56.0,93.0,C1b,0.0
215,aSLmxe4BiP,201812.0,20181231.0,,,,,,,D,0.0
216,vt0NcsWd5m,201902.0,20190228.0,601.0,,,,,,D,0.0
217,pMvdsgacjz,201912.0,20191231.0,830.0,829.0,829.0,829.0,829.0,829.0,C3,0.0
218,sq1dvyUtk5,202002.0,20200229.0,236.0,236.0,236.0,236.0,236.0,295.0,D,0.0
219,HyyJ9wv17V,201906.0,20190630.0,784.0,784.0,784.0,784.0,784.0,,C3,0.0
220,lxQYrOH14S,201912.0,20191231.0,597.0,720.0,755.0,788.0,682.0,597.0,C3,0.0
221,s1BTdiZ5Pw,201808.0,20180831.0,,,,,,,C3,0.0
222,Ujik8cSrtc,201908.0,20190831.0,624.0,624.0,688.0,688.0,688.0,688.0,D,0.0
223,oMfdWe8wgj,201810.0,20181031.0,,,,,,,C2,0.0
224,3u5W6YHM8a,201809.0,20180930.0,,,,,,,C3,0.0
225,spg0jVHWBW,201901.0,20190131.0,,,,,,,D,0.0
226,Hf5f2mFV0e,202002.0,20200229.0,639.0,639.0,639.0,639.0,551.0,551.0,D,0.0
227,19RRt55Hwd,201906.0,20190630.0,782.0,782.0,782.0,782.0,782.0,,D,0.0
228,f19plkSZvI,201906.0,20190630.0,640.0,720.0,720.0,716.0,716.0,,D,0.0
229,LGi1VtblSO,201807.0,20180731.0,,,,,,,C3,0.0
230,yJlEJ4y7PR,201812.0,20181231.0,,,,,,,C2,0.0
231,5BHvSGgiQW,201809.0,20180930.0,,,,,,,C3,0.0
232,GV4wJr2aMy,201809.0,20180930.0,,,,,,,E,0.0
233,GugPtQnIl4,201909.0,20190930.0,781.0,781.0,781.0,781.0,712.0,712.0,D,0.0
234,KU0O3Ki6Dr,201809.0,20180930.0,,,,,,,C3,0.0
235,dOrFzpZu0O,201809.0,20180930.0,,,,,,,D,0.0
236,WDqsW6sdFS,201909.0,20190930.0,425.0,197.0,338.0,169.0,425.0,470.0,D,0.0
237,xenPHtyx0s,201901.0,20190131.0,,,,,,,C2,0.0
238,UkxunDhOAP,201812.0,20181231.0,,,,,,,E,0.0
239,XBeIu3NJxj,201902.0,20190228.0,353.0,,,,,,D,0.0
240,2sQ1NxoiVc,202002.0,20200229.0,662.0,773.0,773.0,702.0,698.0,698.0,C1b,0.0
241,NRXMOY6jdp,201906.0,20190630.0,763.0,822.0,822.0,822.0,822.0,,E,0.0
242,SlZGBKHcY6,202001.0,20200131.0,703.0,703.0,703.0,663.0,714.0,714.0,D,0.0
243,zRFyJc05fJ,201903.0,20190331.0,761.0,761.0,,,,,D,0.0
244,jTOdEpwDmt,201905.0,20190531.0,666.0,666.0,666.0,666.0,,,D,0.0
245,qeTchv7k73,202002.0,20200229.0,556.0,552.0,552.0,596.0,596.0,596.0,D,0.0
246,0q0O1h2aBu,201902.0,20190228.0,657.0,,,,,,C3,0.0
247,YJE2xIuOGz,201809.0,20180930.0,,,,,,,C2,0.0
248,nizDJYMQeb,201904.0,20190430.0,555.0,555.0,643.0,,,,D,0.0
249,Ow1OZlVuJO,201909.0,20190930.0,683.0,642.0,642.0,642.0,789.0,789.0,D,0.0
250,yYkzu3qL4q,201902.0,20190228.0,605.0,,,,,,C3,0.0
251,kfw3pujbrX,201912.0,20191231.0,770.0,770.0,770.0,759.0,759.0,759.0,D,0.0
252,aepddtFU8o,201808.0,20180831.0,,,,,,,C3,0.0
253,tvhmaJkLdk,201901.0,20190131.0,,,,,,,D,0.0
254,fPrKnzTEJ8,201908.0,20190831.0,485.0,395.0,311.0,395.0,531.0,739.0,D,0.0
255,3uMZqEUeZi,202003.0,20200331.0,724.0,724.0,724.0,557.0,557.0,557.0,C3,0.0
256,3vIA8unxk3,202003.0,20200331.0,405.0,450.0,541.0,541.0,541.0,246.0,C3,0.0
257,bamSsewtli,201812.0,20181231.0,,,,,,,C3,0.0
258,gZR2T5N5q5,201907.0,20190731.0,54.0,276.0,398.0,488.0,310.0,129.0,C1b,0.0
259,VXzmbqhvTt,201810.0,20181031.0,,,,,,,C3,0.0
260,pzd5IM0yvn,202001.0,20200131.0,319.0,319.0,138.0,71.0,35.0,41.0,C3,0.0
261,IOqipOSql8,201908.0,20190831.0,609.0,609.0,609.0,609.0,609.0,692.0,E,0.0
262,QLEUVGuRyp,201901.0,20190131.0,,,,,,,C3,0.0
263,l50PH1SFEy,201901.0,20190131.0,,,,,,,D,0.0
264,GapLCYBuHO,201912.0,20191231.0,252.0,369.0,163.0,328.0,328.0,189.0,E,0.0
265,LbgqrHH7vw,201910.0,20191031.0,757.0,753.0,753.0,753.0,753.0,753.0,C3,0.0
266,0ztzFU0X1t,201905.0,20190531.0,572.0,572.0,572.0,572.0,,,C3,0.0
267,4Gpz86gspY,201910.0,20191031.0,427.0,518.0,518.0,229.0,263.0,259.0,C3,0.0
268,fjG5AhcDsc,201912.0,20191231.0,768.0,768.0,768.0,768.0,768.0,734.0,D,0.0
269,ck2UC841qQ,201810.0,20181031.0,,,,,,,D,0.0
270,DStFRMAkR6,202002.0,20200229.0,685.0,724.0,645.0,645.0,645.0,720.0,D,0.0
271,658Jui0tOd,201901.0,20190131.0,,,,,,,D,0.0
272,lhmTgwHjlz,201807.0,20180731.0,,,,,,,C3,0.0
273,TtlDla4bt2,201811.0,20181130.0,,,,,,,C3,0.0
274,IxFUXN8yxn,201912.0,20191231.0,511.0,511.0,724.0,724.0,724.0,645.0,E,0.0
275,chbKLSiO6l,201812.0,20181231.0,,,,,,,C3,0.0
276,wdNrynoMnj,202001.0,20200131.0,804.0,804.0,804.0,804.0,804.0,804.0,C2,0.0
277,Y8mxr2KsbK,201807.0,20180731.0,,,,,,,D,0.0
278,5qzIF44tJK,201907.0,20190731.0,365.0,409.0,361.0,281.0,449.0,495.0,D,0.0
279,VaaZ6zIvCW,202003.0,20200331.0,692.0,692.0,692.0,692.0,764.0,692.0,D,0.0
280,z6cECg7gg2,202002.0,20200229.0,358.0,317.0,243.0,243.0,211.0,343.0,C3,0.0
281,eoFqbGmv05,201912.0,20191231.0,704.0,704.0,622.0,622.0,622.0,664.0,C2,0.0
282,f96RqJLPXj,202001.0,20200131.0,383.0,383.0,226.0,226.0,349.0,573.0,C2,0.0
283,vXrEFJLva7,201905.0,20190531.0,307.0,343.0,265.0,415.0,,,C3,0.0
284,qvIZc5FJb9,201812.0,20181231.0,,,,,,,C2,0.0
285,JUBRMyS2g4,201808.0,20180831.0,,,,,,,C3,0.0
286,zuEpvMappB,201812.0,20181231.0,,,,,,,E,0.0
287,dSMOPd82kG,201906.0,20190630.0,161.0,160.0,187.0,187.0,249.0,,C1b,0.0
288,6fmrYkN3q9,201812.0,20181231.0,,,,,,,D,0.0
289,rUKSlCp0Iq,201810.0,20181031.0,,,,,,,E,0.0
290,DiSZOBsbri,201904.0,20190430.0,720.0,640.0,552.0,,,,D,0.0
291,qYxm4RxawF,201910.0,20191031.0,414.0,505.0,505.0,639.0,639.0,551.0,D,0.0
292,f6zcN0M755,201908.0,20190831.0,558.0,558.0,503.0,503.0,503.0,407.0,C2,0.0
293,sOiDdX9Ljm,201808.0,20180831.0,,,,,,,E,0.0
294,qKjY5csWbL,201907.0,20190731.0,238.0,152.0,434.0,306.0,479.0,389.0,C3,0.0
295,lUeRxhUHYF,201807.0,20180731.0,,,,,,,C1b,0.0
296,yLcbPvAVpc,202001.0,20200131.0,749.0,713.0,713.0,782.0,749.0,749.0,C3,0.0
297,sjYWD1u1X7,202001.0,20200131.0,730.0,730.0,730.0,730.0,730.0,730.0,D,0.0
298,Lcd8YL00NK,201812.0,20181231.0,,,,,,,C3,0.0
299,UZG5yDWkUu,202001.0,20200131.0,676.0,676.0,676.0,676.0,647.0,647.0,C3,0.0
300,p3mtgvJcLD,201808.0,20180831.0,,,,,,,E,0.0
301,YBy35AsBWK,201906.0,20190630.0,840.0,840.0,672.0,672.0,586.0,,D,0.0
302,t76ptgr9gR,201812.0,20181231.0,,,,,,,C3,0.0
303,iOdn6nZ77g,201903.0,20190331.0,764.0,764.0,,,,,C3,0.0
304,N8cUCOLlMw,201909.0,20190930.0,475.0,556.0,545.0,524.0,524.0,524.0,D,0.0
305,wzXFJvHHTw,202003.0,20200331.0,550.0,550.0,535.0,595.0,443.0,443.0,D,0.0
306,k2ZX1XSdg3,201811.0,20181130.0,,,,,,,D,0.0
307,PDwkBoPDOn,201907.0,20190731.0,748.0,748.0,781.0,748.0,748.0,781.0,C3,0.0
308,zrcQ05UokZ,201907.0,20190731.0,959.0,959.0,958.0,957.0,949.0,949.0,C1a,0.0
309,cMiEFOJ4Rh,201807.0,20180731.0,,,,,,,C3,0.0
310,42KLQwT5YD,201812.0,20181231.0,,,,,,,D,0.0
311,4drt2CSDNK,201812.0,20181231.0,,,,,,,D,0.0
312,RbohZ48lwH,201902.0,20190228.0,727.0,,,,,,C1b,0.0
313,C3YprMFdda,201906.0,20190630.0,753.0,753.0,753.0,753.0,753.0,,E,0.0
